,x values,analytical gaussian,model residuals
0,-5.0,1.4867195147342977e-06,0.0010842793348005363
1,-4.994169096209912,1.5306761164829087e-06,0.0010829704812306924
2,-4.988338192419825,1.5758787666816708e-06,0.0010818475823444543
3,-4.982507288629738,1.6223611435320857e-06,0.0010809186227768006
4,-4.97667638483965,1.6701577867500437e-06,0.0010801901781848403
5,-4.970845481049563,1.7193041182107108e-06,0.0010796673864545215
6,-4.965014577259475,1.7698364630499112e-06,0.0010793539251915262
7,-4.959183673469388,1.8217920712309626e-06,0.0010792519956035278
8,-4.9533527696793005,1.875209139586266e-06,0.0010793623128505766
9,-4.947521865889213,1.930126834342976e-06,0.0010796841029096088
10,-4.941690962099125,1.9865853141423765e-06,0.001080215105968005
11,-4.9358600583090375,2.044625753562633e-06,0.0010809515863300426
12,-4.930029154518951,2.104290367154765e-06,0.0010818883487890227
13,-4.924198250728863,2.1656224340019926e-06,0.0010830187613870966
14,-4.918367346938775,2.2286663228124456e-06,0.001084334784454423
15,-4.912536443148688,2.2934675175558763e-06,0.0010858270057894925
16,-4.906705539358601,2.3600726436547154e-06,0.0010874846818133695
17,-4.900874635568513,2.4285294947403256e-06,0.0010892957845024028
18,-4.895043731778426,2.498887059985188e-06,0.001091247053876762
19,-4.889212827988338,2.571195552022308e-06,0.001093324055796161
20,-4.88338192419825,2.645506435462899e-06,0.001095511244789396
21,-4.877551020408164,2.7218724560238903e-06,0.0010977920316210471
22,-4.871720116618076,2.800347670276876e-06,0.0011001488552769628
23,-4.865889212827988,2.880987476030165e-06,0.00110256325903004
24,-4.860058309037901,2.963848643356162e-06,0.0011050159702295352
25,-4.854227405247814,3.0489893462760566e-06,0.0011074869834406486
26,-4.848396501457726,3.136469195114323e-06,0.00110995564654661
27,-4.8425655976676385,3.2263492695354724e-06,0.0011124007494129776
28,-4.836734693877551,3.3186921522759684e-06,0.0011148006147034166
29,-4.830903790087463,3.413561963584182e-06,0.001117133190427878
30,-4.825072886297376,3.511024396381519e-06,0.001119376143797937
31,-4.819241982507289,3.611146752158273e-06,0.001121506955960034
32,-4.813411078717201,3.7139979776174007e-06,0.0011235030171755655
33,-4.807580174927113,3.819648702080498e-06,0.0011253417220171433
34,-4.801749271137027,3.92817127566951e-06,0.0011270005641529112
35,-4.795918367346939,4.039639808278704e-06,0.0011284572302955216
36,-4.790087463556851,4.154130209351093e-06,0.0011296896928992073
37,-4.784256559766764,4.271720228474038e-06,0.0011306763011973034
38,-4.778425655976676,4.392489496808973e-06,0.001131395870183486
39,-4.772594752186589,4.516519569370052e-06,0.0011318277671528612
40,-4.766763848396502,4.6438939681673736e-06,0.0011319519954337642
41,-4.760932944606414,4.774698226229843e-06,0.001131749274957615
42,-4.755102040816326,4.909019932523893e-06,0.001131201119332349
43,-4.7492711370262395,5.046948777783633e-06,0.0011302899091046523
44,-4.743440233236152,5.188576601268941e-06,0.0011289989609173958
45,-4.737609329446064,5.333997438467591e-06,0.001127312592291134
46,-4.7317784256559765,5.483307569758382e-06,0.00112521618178219
47,-4.725947521865889,5.636605570052028e-06,0.001122696224294544
48,-4.720116618075802,5.793992359426931e-06,0.001119740381348335
49,-4.714285714285714,5.955571254777309e-06,0.0011163375261341332
50,-4.708454810495627,6.121448022491107e-06,0.001112477783209076
51,-4.702623906705539,6.2917309321757875e-06,0.0011081525627183527
52,-4.696793002915452,6.466530811449964e-06,0.0011033545890531933
53,-4.690962099125365,6.645961101819355e-06,0.001098077923884319
54,-4.685131195335277,6.830137915655318e-06,0.001092317983537615
55,-4.679300291545189,7.0191800942953854e-06,0.0010860715507063688
56,-4.673469387755102,7.2132092672843884e-06,0.0010793367805217197
57,-4.667638483965015,7.412349912775825e-06,0.0010721132010297664
58,-4.661807580174927,7.6167294191131115e-06,0.0010644017081499586
59,-4.65597667638484,7.826478147610177e-06,0.0010562045552148555
60,-4.650145772594752,8.041729496552217e-06,0.0010475253372158402
61,-4.644314868804665,8.262619966436364e-06,0.001038368969902945
62,-4.6384839650145775,8.489289226473556e-06,0.0010287416639093159
63,-4.63265306122449,8.721880182371617e-06,0.001018650894092022
64,-4.626822157434402,8.960539045421942e-06,0.0010081053643007033
65,-4.6209912536443145,9.205415402910182e-06,0.0009971149678039575
66,-4.615160349854228,9.456662289873194e-06,0.0009856907436202314
67,-4.60932944606414,9.714436262224351e-06,0.0009738448290152376
68,-4.603498542274052,9.978897471268886e-06,0.0009615904084416175
69,-4.597667638483965,1.025020973963258e-05,0.0009489416592084363
70,-4.591836734693878,1.0528540638625868e-05,0.0009359136941783773
71,-4.58600583090379,1.0814061567067345e-05,0.0009225225017989123
72,-4.580174927113703,1.110694783158883e-05,0.0009087848837804475
73,-4.574344023323615,1.1407378728446864e-05,0.0008947183907392893
74,-4.568513119533527,1.1715537626863803e-05,0.0008803412561264513
75,-4.562682215743441,1.2031612053922829e-05,0.0008656723287646822
76,-4.556851311953353,1.2355793781041805e-05,0.000850731004315731
77,-4.551020408163265,1.2688278912049822e-05,0.0008355371559978593
78,-4.545189504373178,1.3029267972892608e-05,0.0008201110648698826
79,-4.539358600583091,1.3378966002991158e-05,0.0008044733499928057
