,x values,analytical gaussian,model residuals
0,-5.0,1.4867195147342977e-06,6.75409646858325e-05
1,-4.994169096209912,1.5306761164829087e-06,7.171920878044199e-05
2,-4.988338192419825,1.5758787666816708e-06,7.61050446244565e-05
3,-4.982507288629738,1.6223611435320857e-06,8.070512696613641e-05
4,-4.97667638483965,1.6701577867500437e-06,8.552607272915497e-05
5,-4.970845481049563,1.7193041182107108e-06,9.057444051611598e-05
6,-4.965014577259475,1.7698364630499112e-06,9.585670908138834e-05
7,-4.959183673469388,1.8217920712309626e-06,0.00010137925480051677
8,-4.9533527696793005,1.875209139586266e-06,0.00010714832816993706
9,-4.947521865889213,1.930126834342976e-06,0.00011317002937734282
10,-4.941690962099125,1.9865853141423765e-06,0.0001194502829898898
11,-4.9358600583090375,2.044625753562633e-06,0.00012599481181433354
12,-4.930029154518951,2.104290367154765e-06,0.00013280910999025376
13,-4.924198250728863,2.1656224340019926e-06,0.00013989841538461354
14,-4.918367346938775,2.2286663228124456e-06,0.00014726768136300318
15,-4.912536443148688,2.2934675175558763e-06,0.00015492154802004257
16,-4.906705539358601,2.3600726436547154e-06,0.00016286431295840667
17,-4.900874635568513,2.4285294947403256e-06,0.00017109990171287618
18,-4.895043731778426,2.498887059985188e-06,0.00017963183792252572
19,-4.889212827988338,2.571195552022308e-06,0.00018846321336073643
20,-4.88338192419825,2.645506435462899e-06,0.00019759665793893852
21,-4.877551020408164,2.7218724560238903e-06,0.00020703430980595981
22,-4.871720116618076,2.800347670276876e-06,0.00021677778567043054
23,-4.865889212827988,2.880987476030165e-06,0.0002268281514788171
24,-4.860058309037901,2.963848643356162e-06,0.0002371858935863822
25,-4.854227405247814,3.0489893462760566e-06,0.0002478508905624634
26,-4.848396501457726,3.136469195114323e-06,0.00025882238577507353
27,-4.8425655976676385,3.2263492695354724e-06,0.0002700989609027256
28,-4.836734693877551,3.3186921522759684e-06,0.0002816785105237076
29,-4.830903790087463,3.413561963584182e-06,0.00029355821793453107
30,-4.825072886297376,3.511024396381519e-06,0.0003057345323500968
31,-4.819241982507289,3.611146752158273e-06,0.0003182031476381137
32,-4.813411078717201,3.7139979776174007e-06,0.00033095898273943357
33,-4.807580174927113,3.819648702080498e-06,0.0003439961639243217
34,-4.801749271137027,3.92817127566951e-06,0.00035730800903202895
35,-4.795918367346939,4.039639808278704e-06,0.0003708870138375807
36,-4.790087463556851,4.154130209351093e-06,0.0003847248406852206
37,-4.784256559766764,4.271720228474038e-06,0.0003988123095226598
38,-4.778425655976676,4.392489496808973e-06,0.000413139391463918
39,-4.772594752186589,4.516519569370052e-06,0.00042769520500134724
40,-4.766763848396502,4.6438939681673736e-06,0.0004424680149792823
41,-4.760932944606414,4.774698226229843e-06,0.000457445234432644
42,-4.755102040816326,4.909019932523893e-06,0.00047261342938394705
43,-4.7492711370262395,5.046948777783633e-06,0.0004879583266812759
44,-4.743440233236152,5.188576601268941e-06,0.0005034648249482135
45,-4.737609329446064,5.333997438467591e-06,0.0005191170087042365
46,-4.7317784256559765,5.483307569758382e-06,0.0005348981657010303
47,-4.725947521865889,5.636605570052028e-06,0.0005507908075062737
48,-4.720116618075802,5.793992359426931e-06,0.0005667766933520747
49,-4.714285714285714,5.955571254777309e-06,0.0005828368572502637
50,-4.708454810495627,6.121448022491107e-06,0.0005989516383612677
51,-4.702623906705539,6.2917309321757875e-06,0.0006151007145875603
52,-4.696793002915452,6.466530811449964e-06,0.0006312631393464659
53,-4.690962099125365,6.645961101819355e-06,0.0006474173814608335
54,-4.685131195335277,6.830137915655318e-06,0.0006635413680895737
55,-4.679300291545189,7.0191800942953854e-06,0.0006796125306036696
56,-4.673469387755102,7.2132092672843884e-06,0.0006956078532967864
57,-4.667638483965015,7.412349912775825e-06,0.0007115039248034445
58,-4.661807580174927,7.6167294191131115e-06,0.0007272769920817852
59,-4.65597667638484,7.826478147610177e-06,0.0007429030168023663
60,-4.650145772594752,8.041729496552217e-06,0.0007583577339694571
61,-4.644314868804665,8.262619966436364e-06,0.0007736167125867582
62,-4.6384839650145775,8.489289226473556e-06,0.0007886554181657687
63,-4.63265306122449,8.721880182371617e-06,0.0008034492768619952
64,-4.626822157434402,8.960539045421942e-06,0.0008179737410121961
65,-4.6209912536443145,9.205415402910182e-06,0.0008322043558346713
66,-4.615160349854228,9.456662289873194e-06,0.0008461168270446332
67,-4.60932944606414,9.714436262224351e-06,0.0008596870891277944
68,-4.603498542274052,9.978897471268886e-06,0.0008728913740076249
69,-4.597667638483965,1.025020973963258e-05,0.0008857062798354228
70,-4.591836734693878,1.0528540638625868e-05,0.0008981088396272678
71,-4.58600583090379,1.0814061567067345e-05,0.0009100765894683607
72,-4.580174927113703,1.110694783158883e-05,0.0009215876360030565
73,-4.574344023323615,1.1407378728446864e-05,0.000932620722928272
74,-4.568513119533527,1.1715537626863803e-05,0.000943155296208736
75,-4.562682215743441,1.2031612053922829e-05,0.0009531715677349315
76,-4.556851311953353,1.2355793781041805e-05,0.0009626505771484795
77,-4.551020408163265,1.2688278912049822e-05,0.0009715742515650889
78,-4.545189504373178,1.3029267972892608e-05,0.000979925462932184
79,-4.539358600583091,1.3378966002991158e-05,0.0009876880827666763
80,-4.533527696793003,1.3737582648280028e-05,0.0009948470340282443
81,-4.5276967930029155,1.4105332255950252e-05,0.0010013883398947267
82,-4.521865889212828,1.448243397092392e-05,0.00100729916921888
83,-4.51603498542274,1.486911183408651e-05,0.0010125678784596171
84,-4.510204081632653,1.5265594882303625e-05,0.0010171840498959756
85,-4.504373177842566,1.5672117250249493e-05,0.0010211385259482895
86,-4.498542274052478,1.608891827407402e-05,0.0010244234394483093
87,-4.49271137026239,1.6516242596936618e-05,0.0010270322397182387
88,-4.486880466472304,1.695434027643429e-05,0.001028959714337675
89,-4.481049562682216,1.7403466893952546e-05,0.0010302020064972318
90,-4.475218658892128,1.786388366596665e-05,0.0010307566278579677
91,-4.469387755102041,1.8335857557323414e-05,0.0010306224668566164
92,-4.463556851311953,1.881966139653126e-05,0.0010297997924178179
93,-4.457725947521866,1.9315573993088588e-05,0.0010282902530560013
94,-4.451895043731779,1.982388025688011e-05,0.0010260968713711209
95,-4.446064139941691,2.0344871319669983e-05,0.0010232240339639678
96,-4.440233236151603,2.087884465872357e-05,0.0010196774768181658
97,-4.4344023323615165,2.142610422258687e-05,0.0010154642662170258
98,-4.428571428571429,2.1986960559055266e-05,0.0010105927752841362
99,-4.422740524781341,2.2561730945361594e-05,0.0010050726562567031
100,-4.4169096209912535,2.3150739520615972e-05,0.0009989148086201483
101,-4.411078717201166,2.375431742052824e-05,0.0009921313432512185
102,-4.405247813411079,2.4372802914444885e-05,0.0009847355427346984
103,-4.399416909620991,2.5006541544732954e-05,0.000976741818035712
104,-4.393586005830904,2.565588626854257e-05,0.000968165661725414
105,-4.387755102040816,2.6321197601981586e-05,0.0009590235979724867
106,-4.381924198250729,2.7002843766734752e-05,0.0009493331295263104
107,-4.376093294460642,2.770120083916116e-05,0.0009391126819297285
108,-4.370262390670554,2.841665290190184e-05,0.0009283815452101075
109,-4.364431486880466,2.9149592198033658e-05,0.0009171598133066323
110,-4.358600583090379,2.9900419287801302e-05,0.0009054683214996689
111,-4.352769679300292,3.0669543207962824e-05,0.0008933285821143465
