,0
0,-50.19224212454074
1,-11.942033501377807
2,61.30869157754094
3,43.31888521368677
4,-52.61590039598025
5,61.60753696495547
6,4.322921174133256
7,20.89129331664836
8,21.211034077556974
9,22.194552714131362
10,6.296799472710916
11,56.308072108069524
12,46.64776471596352
13,7.375786214747734
14,73.31694254442218
15,126.02119993159559
16,102.0581102003849
17,63.119267027304915
18,36.924112882914784
19,31.667430737853635
20,52.4898798143694
21,46.168322292256164
22,106.43625173711388
23,121.87042177521539
24,62.8518875323407
25,88.28706147410935
26,110.69262498659685
27,74.11573838973823
28,-210.74855313842247
29,-56.09190907683609
30,2.2395435246697275
31,28.757309893173073
32,-67.72585317205457
33,-23.869578379064507
34,-38.67360381685155
35,-11.757442287959321
36,-53.47457947179754
37,-15.695909955043845
38,22.739445661631095
39,-19.39704994307013
40,25.492473080279737
41,4.596555892846965
42,-7.173627416698508
43,39.36275075988813
44,14.847791423325347
45,-12.427368183976157
46,8.607253287546285
47,29.43654163913287
48,-15.71201199662535
49,43.171437731221985
50,12.506098817605135
51,3.8732725851551635
52,3.910039921880937
53,6.141907896702264
54,3.3155031277989053
55,57.0201514114423
56,28.568874514542216
57,35.02736510454784
58,47.72520578585849
59,48.258252394664055
60,-18.049197149582767
61,9.42971698406177
62,6.042288190662987
63,7.687736937547072
64,-98.73057430178193
65,-44.972642933253084
66,-29.347779395255614
67,-15.978612957331677
68,-65.08935238643363
69,-26.752112479383158
70,-11.92370334533993
71,-15.292752550951732
72,-47.16397925600512
73,-24.844951548701502
74,-45.9018271905456
75,6.133667935422977
76,25.869504826211497
77,37.920922191562624
78,-15.721567799537056
79,27.691441389835873
80,-27.87159882467492
81,-0.7287738913065169
82,8.27423412650981
83,-20.57722110787401
84,0.9376622740303873
85,4.424066357057001
86,-4.602952434995075
87,56.18519136159135
88,-5.91571216472596
89,47.9991469055026
90,6.969041357900323
91,14.037795685603982
92,-23.64733929054526
93,-3.882087955789615
94,-14.222986586022273
95,-153.21293953462705
96,-79.26123967778327
97,-18.634215552542088
98,-29.876732563842708
99,27.16960613980183
100,-97.89495471450607
101,12.73660177405722
102,-27.062745179135447
103,-4.36155212530997
104,1.1246215687847325
105,0.9642125095599852
106,-17.55698572213447
107,24.59564812979292
108,1.3220826339051541
109,4.219049491911193
110,27.44616521143263
111,23.55898248676735
112,-17.794882384806556
113,-4.921888723374309
114,-24.24640573090157
115,-28.63234873028871
116,-13.977889184512179
117,-21.736093071250266
118,43.31164605406104
119,105.3648660746588
120,38.42894825131208
121,75.88977549839811
122,69.45359423680515
123,59.333561483787605
124,-74.47513108481854
125,-5.149519713953879
126,-25.400554229189567
127,57.46296480619179
128,-52.147577586540294
129,-45.99076654793383
130,-40.907958540420616
131,-5.210638718074648
