composition,energy,atoms,e_per_atom,oxides,oxide_e_per_atom,e_per_atom-sum(oxide_e_per_atom)
Cr4Mn4O24La8,-326.15478,40.0,-8.1538695,"['Cr-O', 'Mn-O', 'La-O']",-24.200127007,16.046257507
Cr7Ni1O24La8,-322.88243,40.0,-8.07206075,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,13.129221947
Cr6Ni2O24La8,-314.36039,40.0,-7.85900975,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,13.342272947
Cr4Ni4O24La8,-299.45884,40.0,-7.486471,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,13.714811697
Cr8O24La8,-330.72995,40.0,-8.26824875,"['Cr-O', 'La-O']",-16.343858517,8.075609767000001
Fe8Ba2O24La6,-292.44888,40.0,-7.311221999999999,"['Fe-O', 'Ba-O', 'La-O']",-21.03527189,13.724049890000002
Fe8Ba4O24La4,-279.28414,40.0,-6.982103499999999,"['Fe-O', 'Ba-O', 'La-O']",-21.03527189,14.053168390000002
Ca1Fe8O24La7,-299.71763,40.0,-7.49294075,"['Ca-O', 'Fe-O', 'La-O']",-21.560940955,14.068000205
Ca2Fe8O24La6,-293.82753,40.0,-7.34568825,"['Ca-O', 'Fe-O', 'La-O']",-21.560940955,14.215252705
Ca4Fe8O24La4,-282.39151,40.0,-7.05978775,"['Ca-O', 'Fe-O', 'La-O']",-21.560940955,14.501153205
Dy2Fe8O24La6,-304.73814,40.0,-7.618453499999999,"['Dy-O', 'Fe-O', 'La-O']",-23.530583815,15.912130315
Dy4Fe8O24La4,-304.37606,40.0,-7.6094015,"['Dy-O', 'Fe-O', 'La-O']",-23.530583815,15.921182315
Gd2Fe8O24La6,-337.8067,40.0,-8.4451675,"['Gd-O', 'Fe-O', 'La-O']",-27.206220598,18.761053098
Gd4Fe8O24La4,-356.22577,40.0,-8.90564425,"['Gd-O', 'Fe-O', 'La-O']",-27.206220598,18.300576348
Fe8Ho2O24La6,-304.5485,40.0,-7.6137125,"['Fe-O', 'Ho-O', 'La-O']",-23.5448877555,15.9311752555
Fe8Ho4O24La4,-304.34467,40.0,-7.60861675,"['Fe-O', 'Ho-O', 'La-O']",-23.5448877555,15.9362710055
Nd2Fe8O24La6,-304.61277,40.0,-7.615319250000001,"['Nd-O', 'Fe-O', 'La-O']",-23.3669963495,15.751677099499998
Nd4Fe8O24La4,-303.79976,40.0,-7.594994,"['Nd-O', 'Fe-O', 'La-O']",-23.3669963495,15.7720023495
O24Fe8Sm2La6,-304.71534,40.0,-7.6178835000000005,"['Fe-O', 'Sm-O', 'La-O']",-23.42758345875,15.809699958749999
O24Fe8Sm4La4,-304.08115,40.0,-7.60202875,"['Fe-O', 'Sm-O', 'La-O']",-23.42758345875,15.825554708750001
Sr1Fe8O24La7,-299.37302,40.0,-7.4843255,"['Sr-O', 'Fe-O', 'La-O']",-21.174002595,13.689677095
Sr2Fe8O24La6,-293.11848,40.0,-7.327961999999999,"['Sr-O', 'Fe-O', 'La-O']",-21.174002595,13.846040595000002
Sr4Fe8O24La4,-280.64629,40.0,-7.016157250000001,"['Sr-O', 'Fe-O', 'La-O']",-21.174002595,14.157845345
Co1Fe7O24La8,-303.49796,40.0,-7.587448999999999,"['Co-O', 'Fe-O', 'La-O']",-21.201912710000002,13.614463710000003
Co2Fe6O24La8,-301.58398,40.0,-7.5395995,"['Co-O', 'Fe-O', 'La-O']",-21.201912710000002,13.662313210000002
Co4Fe4O24La8,-296.63501,40.0,-7.415875250000001,"['Co-O', 'Fe-O', 'La-O']",-21.201912710000002,13.786037460000001
Cr1Fe7O24La8,-308.7668,40.0,-7.71917,"['Cr-O', 'Fe-O', 'La-O']",-23.060698744,15.341528744
Cr2Fe6O24La8,-309.968,40.0,-7.7492,"['Cr-O', 'Fe-O', 'La-O']",-23.060698744,15.311498744
Cr4Fe4O24La8,-318.67243,40.0,-7.9668107500000005,"['Cr-O', 'Fe-O', 'La-O']",-23.060698744,15.093887994
Mg1Fe7O24La8,-319.17532,40.0,-7.979383,"['Mg-O', 'Fe-O', 'La-O']",-21.105720140000003,13.126337140000002
Mg2Fe6O24La8,-315.09198,40.0,-7.8772994999999995,"['Mg-O', 'Fe-O', 'La-O']",-21.105720140000003,13.228420640000003
Mg4Fe4O24La8,-307.06779,40.0,-7.67669475,"['Mg-O', 'Fe-O', 'La-O']",-21.105720140000003,13.429025390000003
Mn1Fe7O24La8,-307.45705,40.0,-7.686426249999999,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.291541615
Mn2Fe6O24La8,-307.70376,40.0,-7.692594,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.285373865
Mn4Fe4O24La8,-313.86238,40.0,-7.8465595,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.131408365
Ni1Fe7O24La8,-300.8991,40.0,-7.522477499999999,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,12.456646055000002
Ni2Fe6O24La8,-296.00784,40.0,-7.400195999999999,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,12.578927555000002
Ni4Fe4O24La8,-286.3041,40.0,-7.1576025,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,12.821521055000002
Fe8O24La8,-305.46237,40.0,-7.63655925,"['Fe-O', 'La-O']",-15.121699375,7.485140125
O24Ba2Ga8La6,-276.41107,40.0,-6.9102767499999995,"['Ba-O', 'Ga-O', 'La-O']",-20.354130645,13.443853895000002
O24Ba4Ga8La4,-261.9916,40.0,-6.54979,"['Ba-O', 'Ga-O', 'La-O']",-20.354130645,13.804340645000002
Ca2O24Ga8La6,-277.81623,40.0,-6.945405750000001,"['Ca-O', 'Ga-O', 'La-O']",-20.87979971,13.93439396
Ca4O24Ga8La4,-264.66839,40.0,-6.61670975,"['Ca-O', 'Ga-O', 'La-O']",-20.87979971,14.26308996
Dy2O24Ga8La6,-290.17706,40.0,-7.254426499999999,"['Dy-O', 'Ga-O', 'La-O']",-22.84944257,15.595016070000002
Dy4O24Ga8La4,-289.8606,40.0,-7.246515,"['Dy-O', 'Ga-O', 'La-O']",-22.84944257,15.602927570000002
Gd2O24Ga8La6,-306.13477,40.0,-7.65336925,"['Gd-O', 'Ga-O', 'La-O']",-26.525079353,18.871710102999998
Gd4O24Ga8La4,-324.33972,40.0,-8.108493,"['Gd-O', 'Ga-O', 'La-O']",-26.525079353,18.416586353
O24Ho2Ga8La6,-290.12644,40.0,-7.253161,"['Ho-O', 'Ga-O', 'La-O']",-22.8637465105,15.6105855105
O24Ho4Ga8La4,-289.82921,40.0,-7.245730249999999,"['Ho-O', 'Ga-O', 'La-O']",-22.8637465105,15.618016260500001
Nd2O24Ga8La6,-290.0777,40.0,-7.2519425,"['Nd-O', 'Ga-O', 'La-O']",-22.6858551045,15.4339126045
Nd4O24Ga8La4,-289.29913,40.0,-7.23247825,"['Nd-O', 'Ga-O', 'La-O']",-22.6858551045,15.4533768545
O24Ga8Sm2La6,-290.171,40.0,-7.254275,"['Ga-O', 'Sm-O', 'La-O']",-22.74644221375,15.492167213750001
O24Ga8Sm4La4,-289.57695,40.0,-7.23942375,"['Ga-O', 'Sm-O', 'La-O']",-22.74644221375,15.50701846375
Sr2O24Ga8La6,-277.09031,40.0,-6.92725775,"['Sr-O', 'Ga-O', 'La-O']",-20.49286135,13.5656036
Sr4O24Ga8La4,-263.25187,40.0,-6.58129675,"['Sr-O', 'Ga-O', 'La-O']",-20.49286135,13.911564599999998
Co1O24Ga7La8,-290.61951,40.0,-7.26548775,"['Co-O', 'Ga-O', 'La-O']",-20.520771465000003,13.255283715000003
Co2O24Ga6La8,-290.37361,40.0,-7.259340249999999,"['Co-O', 'Ga-O', 'La-O']",-20.520771465000003,13.261431215000004
Co4O24Ga4La8,-289.87024,40.0,-7.246756,"['Co-O', 'Ga-O', 'La-O']",-20.520771465000003,13.274015465000002
Cr1O24Ga7La8,-295.90499,40.0,-7.39762475,"['Cr-O', 'Ga-O', 'La-O']",-22.379557499,14.981932749
Cr2O24Ga6La8,-300.90673,40.0,-7.52266825,"['Cr-O', 'Ga-O', 'La-O']",-22.379557499,14.856889249000002
Mn4O24Ga4La8,-310.26,40.0,-7.7565,"['Mn-O', 'Ga-O', 'La-O']",-22.29682662,14.540326620000002
O24Fe1Ga7La8,-292.84485,40.0,-7.32112125,"['Fe-O', 'Ga-O', 'La-O']",-21.157398357,13.836277107
O24Fe2Ga6La8,-294.76054,40.0,-7.369013499999999,"['Fe-O', 'Ga-O', 'La-O']",-21.157398357,13.788384857000002
O24Fe4Ga4La8,-298.57096,40.0,-7.4642740000000005,"['Fe-O', 'Ga-O', 'La-O']",-21.157398357,13.693124357000002
Mg1O24Ga7La8,-289.48647,40.0,-7.23716175,"['Mg-O', 'Ga-O', 'La-O']",-20.424578895,13.187417145
Mg2O24Ga6La8,-288.04202,40.0,-7.201050499999999,"['Mg-O', 'Ga-O', 'La-O']",-20.424578895,13.223528395
Mg4O24Ga4La8,-285.11062,40.0,-7.1277655,"['Mg-O', 'Ga-O', 'La-O']",-20.424578895,13.296813395000001
Mn1O24Ga7La8,-293.64789,40.0,-7.3411972500000005,"['Mn-O', 'Ga-O', 'La-O']",-22.29682662,14.95562937
Mn2O24Ga6La8,-298.5106,40.0,-7.462765,"['Mn-O', 'Ga-O', 'La-O']",-22.29682662,14.83406162
Mn4O24Ga4La8,-306.26808,40.0,-7.656702,"['Mn-O', 'Ga-O', 'La-O']",-22.29682662,14.640124620000002
Ni1O24Ga7La8,-287.59231,40.0,-7.18980775,"['Ni-O', 'Ga-O', 'La-O']",-19.297982310000002,12.108174560000002
Ni2O24Ga6La8,-284.2937,40.0,-7.1073425,"['Ni-O', 'Ga-O', 'La-O']",-19.297982310000002,12.190639810000002
Ni4O24Ga4La8,-277.74343,40.0,-6.94358575,"['Ni-O', 'Ga-O', 'La-O']",-19.297982310000002,12.354396560000001
O24Ga8La8,-290.89539,40.0,-7.2723847500000005,"['Ga-O', 'La-O']",-14.44055813,7.168173379999999
Mn8Ba2O24La6,-308.6543,40.0,-7.716357499999999,"['Mn-O', 'Ba-O', 'La-O']",-22.174700153,14.458342653
Mn8Ba4O24La4,-295.82416,40.0,-7.3956040000000005,"['Mn-O', 'Ba-O', 'La-O']",-22.174700153,14.779096153
Ca2Mn8O24La6,-309.93406,40.0,-7.7483515,"['Ca-O', 'Mn-O', 'La-O']",-22.700369218,14.952017717999999
Ca4Mn8O24La4,-299.13451,40.0,-7.47836275,"['Ca-O', 'Mn-O', 'La-O']",-22.700369218,15.222006468
Dy2O24Mn8La6,-319.53373,40.0,-7.98834325,"['Dy-O', 'Mn-O', 'La-O']",-24.670012078,16.681668828
Dy4O24Mn8La4,-319.12303,40.0,-7.97807575,"['Dy-O', 'Mn-O', 'La-O']",-24.670012078,16.691936327999997
Gd2O24Mn8La6,-353.07347,40.0,-8.82683675,"['Gd-O', 'Mn-O', 'La-O']",-28.345648861,19.518812111000003
Gd4O24Mn8La4,-371.30366,40.0,-9.282591499999999,"['Gd-O', 'Mn-O', 'La-O']",-28.345648861,19.063057361000002
Mn8Ho2O24La6,-319.48068,40.0,-7.987017,"['Mn-O', 'Ho-O', 'La-O']",-24.6843160185,16.697299018499997
Mn8Ho4O24La4,-319.06929,40.0,-7.97673225,"['Mn-O', 'Ho-O', 'La-O']",-24.6843160185,16.707583768499997
Mn8Nd2O24La6,-319.43765,40.0,-7.985941250000001,"['Mn-O', 'Nd-O', 'La-O']",-24.5064246125,16.5204833625
Mn8Nd4O24La4,-318.63128,40.0,-7.965782,"['Mn-O', 'Nd-O', 'La-O']",-24.5064246125,16.540642612499997
Mn8O24Sm2La6,-319.48665,40.0,-7.98716625,"['Mn-O', 'Sm-O', 'La-O']",-24.56701172175,16.579845471749998
Mn8O24Sm4La4,-318.82738,40.0,-7.9706845,"['Mn-O', 'Sm-O', 'La-O']",-24.56701172175,16.59632722175
Sr2Mn8O24La6,-309.29365,40.0,-7.73234125,"['Sr-O', 'Mn-O', 'La-O']",-22.313430858,14.581089608
Sr3Mn8O24La5,-303.51554,40.0,-7.5878885,"['Sr-O', 'Mn-O', 'La-O']",-22.313430858,14.725542358
Sr4Mn8O24La4,-297.48629,40.0,-7.43715725,"['Sr-O', 'Mn-O', 'La-O']",-22.313430858,14.876273608
Mn7Co1O24La8,-316.56896,40.0,-7.914224,"['Mn-O', 'Co-O', 'La-O']",-22.341340973,14.427116973
Mn6Co2O24La8,-312.26779,40.0,-7.80669475,"['Mn-O', 'Co-O', 'La-O']",-22.341340973,14.534646223000001
Mn4Co4O24La8,-305.55608,40.0,-7.638902,"['Mn-O', 'Co-O', 'La-O']",-22.341340973,14.702438973000001
Cr1Mn7O24La8,-321.09549,40.0,-8.02738725,"['Cr-O', 'Mn-O', 'La-O']",-24.200127007,16.172739757
Cr2Mn6O24La8,-321.81613,40.0,-8.04540325,"['Cr-O', 'Mn-O', 'La-O']",-24.200127007,16.154723757
Cr4Mn4O24La8,-323.38889,40.0,-8.08472225,"['Cr-O', 'Mn-O', 'La-O']",-24.200127007,16.115404757
Mn7Fe1O24La8,-318.04604,40.0,-7.951151,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.026816865
Mn6Fe2O24La8,-315.72247,40.0,-7.893061749999999,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.084906115
Mn4Fe4O24La8,-311.01202,40.0,-7.7753005,"['Mn-O', 'Fe-O', 'La-O']",-22.977967865,15.202667365
Mg1Mn7O24La8,-330.30326,40.0,-8.2575815,"['Mg-O', 'Mn-O', 'La-O']",-22.245148403,13.987566903000001
Mg2Mn6O24La8,-325.56552,40.0,-8.139137999999999,"['Mg-O', 'Mn-O', 'La-O']",-22.245148403,14.106010403000003
Mg4Mn4O24La8,-315.07763,40.0,-7.87694075,"['Mg-O', 'Mn-O', 'La-O']",-22.245148403,14.368207653000002
Ni1Mn7O24La8,-313.84774,40.0,-7.8461935,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,13.272358318
Ni2Mn6O24La8,-307.6038,40.0,-7.6900949999999995,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,13.428456818
Ni4Mn4O24La8,-294.89534,40.0,-7.3723835,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,13.746168318
Mn8O24La8,-320.2619,40.0,-8.0065475,"['Mn-O', 'La-O']",-16.261127637999998,8.254580137999998
Ni8Ba2O24La6,-248.79095,40.0,-6.21977375,"['Ni-O', 'Ba-O', 'La-O']",-19.175855843,12.956082093000001
Ni8Ba4O24La4,-234.02577,40.0,-5.85064425,"['Ni-O', 'Ba-O', 'La-O']",-19.175855843,13.325211593
Ni8Ca2O24La6,-250.15254,40.0,-6.2538135,"['Ni-O', 'Ca-O', 'La-O']",-19.701524908,13.447711408
Ni8Ca4O24La4,-237.26174,40.0,-5.9315435,"['Ni-O', 'Ca-O', 'La-O']",-19.701524908,13.769981408
Ni8Dy2O24La6,-261.72024,40.0,-6.543006,"['Ni-O', 'Dy-O', 'La-O']",-21.671167768,15.128161768
Ni8Dy4O24La4,-260.75891,40.0,-6.5189727500000005,"['Ni-O', 'Dy-O', 'La-O']",-21.671167768,15.152195018
Ni8Gd2O24La6,-306.23818,40.0,-7.6559545,"['Ni-O', 'Gd-O', 'La-O']",-25.346804550999998,17.690850050999998
Ni8Gd4O24La4,,40.0,,"['Ni-O', 'Gd-O', 'La-O']",-25.346804550999998,
Ni8Ho2O24La6,-261.6221,40.0,-6.5405524999999995,"['Ni-O', 'Ho-O', 'La-O']",-21.6854717085,15.1449192085
Ni8Ho4O24La4,-260.5926,40.0,-6.5148150000000005,"['Ni-O', 'Ho-O', 'La-O']",-21.6854717085,15.1706567085
Ni8Nd2O24La6,-261.94509,40.0,-6.54862725,"['Ni-O', 'Nd-O', 'La-O']",-21.5075803025,14.9589530525
Ni8Nd4O24La4,-261.05708,40.0,-6.526427,"['Ni-O', 'Nd-O', 'La-O']",-21.5075803025,14.9811533025
Ni8O24Sm2La6,-261.89228,40.0,-6.547307000000001,"['Ni-O', 'Sm-O', 'La-O']",-21.56816741175,15.02086041175
Ni8O24Sm4La4,-260.98501,40.0,-6.52462525,"['Ni-O', 'Sm-O', 'La-O']",-21.56816741175,15.04354216175
Sr2Ni8O24La6,-249.49313,40.0,-6.23732825,"['Sr-O', 'Ni-O', 'La-O']",-19.314586548,13.077258298
Sr4Ni8O24La4,-235.68386,40.0,-5.8920965,"['Sr-O', 'Ni-O', 'La-O']",-19.314586548,13.422490048
Ni7Co1O24La8,-266.25993,40.0,-6.65649825,"['Ni-O', 'Co-O', 'La-O']",-19.342496663,12.685998412999998
Ni6Co2O24La8,-269.78689,40.0,-6.744672250000001,"['Ni-O', 'Co-O', 'La-O']",-19.342496663,12.597824412999998
Ni4Co4O24La8,-275.23872,40.0,-6.880968,"['Ni-O', 'Co-O', 'La-O']",-19.342496663,12.461528663
Cr1Ni7O24La8,-271.14422,40.0,-6.7786055,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,14.422677196999999
Cr2Ni6O24La8,-279.60259,40.0,-6.99006475,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,14.211217947
Cr4Ni4O24La8,-296.35943,40.0,-7.408985749999999,"['Cr-O', 'Ni-O', 'La-O']",-21.201282697,13.792296947
Ni7Fe1O24La8,-267.94223,40.0,-6.69855575,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,13.280567805
Ni6Fe2O24La8,-273.00482,40.0,-6.8251205,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,13.154003055
Ni4Fe4O24La8,-283.06988,40.0,-7.076747,"['Ni-O', 'Fe-O', 'La-O']",-19.979123555,12.902376555
Ni7Mg1O24La8,-288.26012,40.0,-7.206503,"['Ni-O', 'Mg-O', 'La-O']",-19.246304093,12.039801093
Ni6Mg2O24La8,-287.97154,40.0,-7.1992885,"['Ni-O', 'Mg-O', 'La-O']",-19.246304093,12.047015593
Ni4Mg4O24La8,-287.27131,40.0,-7.181782750000001,"['Ni-O', 'Mg-O', 'La-O']",-19.246304093,12.064521343
Ni7Mn1O24La8,-270.70629,40.0,-6.767657250000001,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,14.350894568
Ni6Mn2O24La8,-278.68328,40.0,-6.967082,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,14.151469817999999
Ni4Mn4O24La8,-294.70831,40.0,-7.367707749999999,"['Ni-O', 'Mn-O', 'La-O']",-21.118551818,13.750844068000001
Ni8O24La8,-262.83765,40.0,-6.57094125,"['Ni-O', 'La-O']",-13.262283327999999,6.691342077999999
Sc8Ba2O24La6,-337.21182,40.0,-8.4302955,"['Sc-O', 'Ba-O', 'La-O']",-23.3765249235,14.9462294235
Sc8Ba4O24La4,-323.38105,40.0,-8.08452625,"['Sc-O', 'Ba-O', 'La-O']",-23.3765249235,15.2919986735
Sc8Ca2O24La6,-338.26173,40.0,-8.45654325,"['Sc-O', 'Ca-O', 'La-O']",-23.9021939885,15.4456507385
Sc8Ca4O24La4,-324.98824,40.0,-8.124706,"['Sc-O', 'Ca-O', 'La-O']",-23.9021939885,15.777487988499999
Sc8Dy2O24La6,-350.64145,40.0,-8.76603625,"['Sc-O', 'Dy-O', 'La-O']",-25.8718368485,17.105800598499997
Sc8Dy4O24La4,-350.13144,40.0,-8.753286,"['Sc-O', 'Dy-O', 'La-O']",-25.8718368485,17.1185508485
Sc8Gd2O24La6,-367.36882,40.0,-9.1842205,"['Sc-O', 'Gd-O', 'La-O']",-29.547473631499997,20.363253131499995
Sc8Gd4O24La4,-385.4915,40.0,-9.6372875,"['Sc-O', 'Gd-O', 'La-O']",-29.547473631499997,19.910186131499998
Sc8Ho2O24La6,-350.59124,40.0,-8.764781000000001,"['Sc-O', 'Ho-O', 'La-O']",-25.886140789,17.121359788999996
Sc8Ho4O24La4,-350.08386,40.0,-8.7520965,"['Sc-O', 'Ho-O', 'La-O']",-25.886140789,17.134044289
Sc8Nd2O24La6,-350.56617,40.0,-8.76415425,"['Sc-O', 'Nd-O', 'La-O']",-25.708249383000002,16.944095133
Sc8Nd4O24La4,-349.69298,40.0,-8.742324499999999,"['Sc-O', 'Nd-O', 'La-O']",-25.708249383000002,16.965924883000003
Sc8O24Sm2La6,-350.6454,40.0,-8.766135,"['Sc-O', 'Sm-O', 'La-O']",-25.76883649225,17.002701492249997
Sc8O24Sm4La4,-349.92563,40.0,-8.748140750000001,"['Sc-O', 'Sm-O', 'La-O']",-25.76883649225,17.02069574225
